input,output,label
印度财政部长西塔拉曼26日表示，目前金融系统流动性充足，在节日消费需求的带动下，印度经济增速有望在本财年的下半财年有所恢复。,"Driven by holiday spending, India's economy is expected to grow again in the second half of the current fiscal year, as the financial system has sufficient liquidity, Finance Minister Sitharaman said on the 26th.",1
"为防止疫情扩散，西班牙加泰罗尼亚地区也已重启""禁足令""。","In order to prevent the spread of the epidemic, Spain's Catalonia region has also resumed a ""foot ban"".",0
希望兴安省继续为白俄罗斯企业提供便利条件。,It is hoped that Xing'an Province will continue to provide convenient conditions for Belarusian enterprises.,0
所以身边的人懂得急救是多么重要呀！,So people around you know how important first aid is!,1
非洲健康研究所所长威廉·哈内科姆（Willem Hanekom）引用国家传染病研究所的数据和其他报告说 ： “ 目前，几乎所有的迹象都表明，这是一种较温和的疾病 。 ”,"""At the moment, almost all indications are that this is a milder disease,"" said Willem Hanekom, director of the African Health Institute, citing data from the National Institute of Infectious Diseases and other reports.",1
我的意思是，我认为这看起来像是某种飞行的动物或野兽。,"I mean, I think it looks like some kind of flying animal or beast.",1
"红牌威士忌进入国内,为了适应国人的口味,红牌威士忌+可乐或雪碧或新奇士等气泡饮料成为一种经久不衰的时尚。","Red-brand whiskey has entered the country. In order to adapt to the tastes of Chinese people, sparkling drinks such as red-brand whiskey + Coke or Sprite or Sunkist have become an enduring fashion.",0
安楠去年试图与塞西竞逐总统大位后被捕。,An Nan was arrested after trying to compete with Sisi for the presidency last year.,0
展望未来，许正宇对香港的金融稳定及经济表示乐观。,"Looking ahead, Xu Zhengyu expressed optimism about Hong Kong's financial stability and economy.",0
杜特尔特还将说明本届政府的其他计划，包括创造更多的就业机会、振兴经济、促进教育，以及帮助在疫情中受难的海外菲律宾劳工等。,"Duterte will also explain other plans of the current administration, including creating more jobs, revitalizing the economy, promoting education, and helping overseas Filipino workers suffering from the epidemic.",1
经过不断的努力，中国走上了绿色发展之路。,"After continuous efforts, China has embarked on the road of green development.",1
找不到,can't find,1
所谓大学精神，是指一所大学在发展过程中长期积淀形成的一系列办学理念和价值追求，是大学的灵魂所在。,"The so-called university spirit refers to a series of educational concepts and value pursuits formed by long-term accumulation of a university in the development process, which is the soul of a university.",1
大篷车所到村庄的经济发展情况，都将通过中央广播电视总台央视财经频道、央广经济之声、中国交通广播、央视财经新媒体进行播出。,"The economic development of the villages visited by the caravan will be broadcast through the CCTV Financial Channel of the Central Radio and Television General Station, the Voice of the Central Guangxi Economy, China Traffic Radio, and CCTV Financial New Media.",1
谌爱东团队已初步掌握了云南草地贪夜蛾的种群特征、天敌昆虫资源、境外虫源特点、种群迁飞轨迹、药剂毒力及田间防治效果等。,"Chen Aidong's team has preliminarily mastered the population characteristics, natural enemy insect resources, characteristics of overseas insect sources, population migration trajectory, drug toxicity and field prevention and control effect of Yunnan grassland.",0
所以当一些重大事情发生时 它能够向宇宙 发出一系列声音。,"So when something important happens, it can make a series of sounds to the universe.",1
尽管黑洞并不能被看到 但它们有可能被听到， 这是因为它们像鼓一样撞击时空。,"Although black holes cannot be seen, they can be heard because they hit space-time like drums.",1
在此期间，《中国人权》也在独立地执行它们的人道救助项目。,"During this period, Human Rights in China also independently implemented their humanitarian relief projects.",1
此次重大地质灾害，无一人伤亡。,No one was killed or injured in this major geological disaster.,1
然而，英雄如果走在身边，也看似平凡如你如我。,"However, if the hero walks around, he also seems ordinary like you like me.",1
7月17和7月22日，江西省财政先后下达中央救灾资金6000万元和2亿元。,Jiangxi Provincial Department of Finance respectively issued RMB 60 million and RMB 200 million of central disaster relief funds on July 17 and July 22.,1
他指出，联合国方面多次重申，坚持按照联大第2758号决议处理台湾问题，广大联合国会员国也坚持一个中国原则。,"He pointed out that the United Nations has repeatedly reiterated that it adheres to dealing with the Taiwan question in accordance with General Assembly resolution 2758, and the vast majority of United Nations Member States also adhere to the one-China principle.",1
这是国家对卫生紧急情况和全球卫生安全做出快速有效反应的基础。,It’s the foundation of a nation’s fast and effective response to health emergencies and global health safety issues.,1
其中，龙头企业更是持续实现做优做大做强。,"Among them, the leading enterprises are to continuously achieve excellence and become bigger and stronger.",1
是同一位骑手给我送吗？,Was it the same rider who delivered it to me?,0
单个的不法行为，往往只是长长链条中的一环。,A single wrongdoing is often just one link in a long chain.,1
但是可能因为没和我交流具体的拍摄想法，所以拍出来的不是我想要的风格，但是应该是好看的🙊🙊,"But maybe because I didn't exchange specific shooting ideas with me, the style I wanted was not the style I wanted, but it should be good-looking.",0
